Unnamed: 0,type,statement
583,negative,screwed me up big st flight hr late flight made it to nd flight csm daryl would not let me on the plane because we were
305,negative,are you people cruel or just stupid why are you posting my personal email on the damn internet have you lost your mind
713,negative,your boarding process suck you should learn from
523,negative,how can you not know after two hour of u sitting on the plane with no bag off loaded the plane weight
456,positive,is definitely my new favorite airline
2946,positive,thank you
474,negative,i am trying to check into my am ct flight tmm on the desktop website and it is not working some sort of caching bug so is
4666,positive,i will say that your customer service ha consistently been the very best
890,neutral,customer of the year http tco epqqonhoh
2420,neutral,am austin to jfk
1219,negative,broke my suitcase amp refuse to give me a repair estimate http tco zouowgvq
1524,neutral,sorry i accidentally populate flightd with you instead of can not wait til you are the only you in the sky newamericanstinks
807,negative,flight delayed hour in la due to mechanical problem handle like pro but you could have tossed u a free drink
5987,positive,thanks guy you got it i am heading to milan on wednesday so big week with the aa family
768,positive,keep up the great work
794,positive,thanks to lea in the chicago office for her help in switching our cancelled flighted flight
3737,neutral,flight still going to dal
5333,positive,i am glad retweeted otherwise you would have to ignore the numerous tweet i sent you all are fucking amazing
1508,negative,how is it that my flight can arrive early and be delayed due to no gate being available we are now min late flight on tarmac
4028,neutral,doe anyone know the hold time for usairways reservation
4475,positive,i really would love to experience first class on that planelooks stunning
310,neutral,do you have a pair of ticket to the show in atlanta i would love to go destinationdragons
4629,positive,is the best case and point http tco ucvnilmbx happybirthday
1149,negative,now at minute waiting on silver elite line for someone to pick up help
5975,positive,dollar rt ticket to chicago yes please
1596,negative,yes but i will nvr fly w i missed my con flight bc of a coffeemaker on ft could not see my father be they put him in a coma
1307,positive,thank you for fixing my hour delay
4466,neutral,would love to win ticket and take my son to imagine dragon in provo saturday night crossed finger destinationdragons
1087,negative,i would like speak vp of custexp jimmy samartzis i sent a survey email about my awful flight exp http tco otfzcyguq
1934,positive,of course you know i would like lay you down in a bedofroses a long a they are mint colored http tco qyezhjgsb brandmance
4638,positive,you all do a wonderful job today got my wife daughter and myself from pgh to orlando after out flight wa delayed luggage and all
114,negative,i have been on hold for min and counting because you charged my credit card for bag but provided no receipt and said error awful
2925,positive,thanks guy got some sleep hang in there dfw with bad weather
2252,neutral,and the from team to offer in flight access to journal digital journal http tco ucfbbqr
1660,neutral,flying back to denver tomorrow should i rebook
487,neutral,airway corporation nasdaqjblu update say lufthansa market bureau http tco apyzlsquu
0,negative,i am scheduled for the morning day after the fact yesnot sure why my evening flight wa the only one cancelled flightled
654,positive,a big thanks to the gate agent fltkeeping u informed of the delaygreatcustomerservice
2096,neutral,a little vino would not hurt
833,positive,welcome anyone who work in those condition deserves a thank you even though i am other side of atlantic lol xx
948,positive,is my favorite airline i have never had issue with them plus there crew is entertaining
