index,type,statement
463,positive,airport snow removal method 22 keep up the good work folks this is where cessnas become 747s httpskeptical_annoyed_undecided_uneasy_or_hesitant tco 9v8tmusjvu
4378,positive,a nice trip back home after a looong vaca httpskeptical_annoyed_undecided_uneasy_or_hesitant tco 9trvfncedl
4246,positive,wow you guys answer people wow you care i love jet blue
3466,neutral,need help never got tickets conf ggqzqd
1241,negative,it is oki forgive you guys
325,negative,please secure the footrest shelf in business class on a330 airplanes httpskeptical_annoyed_undecided_uneasy_or_hesitant tco zl4bvexmcj
1212,positive,moodlighting is the only way to fly best experience ever cool and calming moodlitmonday
696,negative,she cut people off 35 minutes before flight time to check in bags for a flight that was delayed 2 hours i waited 8 more hrs
2088,positive,ok thank again for your help
2294,neutral,can you please tell me where united flies to from sydney australia   pref asia pac or us as i have a voucher to redeem
331,neutral,we checked in right at 24hr mark boarding c group with kids ages 6&amp8 dnt want to be split what sld we do
3401,positive,cldnt be happier w the many plastic wing pins given to me on flight 494 i love them amazing staff so nice httpskeptical_annoyed_undecided_uneasy_or_hesitant tco cbv7f3kbkx
2944,neutral,what is the status of flight 1357 out of sju
1252,neutral,the flight is not that empty is this rude or not httpskeptical_annoyed_undecided_uneasy_or_hesitant tco 4rl0p5jchb
575,negative,so break whatever you want take no responsibilitytoo bad for customer media filmcrew nytimes
2930,positive,no worries delay was minor and dealt with nicely it was captain of flight 2324 by the way
418,negative,us 728 stated their issues as plane not moving as cargo door open on plane umm ok a little strange
4712,positive,painless and effortless flight from indy to phl our flight attendant tory was fantastic give that lady a raise as soon as possible
182,neutral,have five people shown up yet
377,positive,thank you
5527,positive,i still like you united airlines
5827,positive,i love the admiral clubs thanks hey can you follow me
444,neutral,thank youi know it is a busy for you today but any help would be appreciated
5272,positive,just confirmed a seat crisis averted beers will not be missed now
3918,neutral,really missed a prime opportunity for men without hats parody there httpsskeptical_annoyed_undecided_uneasy_or_hesitant tco mwpg7grezp
654,positive,a big thanks to the gate agent flt5127keeping us informed of the delaygreatcustomerservice
743,negative,how do you lose a gate checked bag den to ord direct flight ugh
1675,positive,done just now thanks
5174,positive,all good beers and oscars2015 ar dia
2995,neutral, our fleets on fleek httpskeptical_annoyed_undecided_uneasy_or_hesitant tco yco9dikpt9
914,negative,thanks for finally letting me get through to book my flight frustration set in donedeal talktoahuman
1306,neutral,you are right someone is up to something
148,negative,flt 5302 clt to day supposed to depart 551 the 620still no crew schedule contact the pilot
1181,neutral,reinstating the kosher meals that were dropped shortly after the merger
4078,positive,can a pair of tickets waiting for me after my sports practice i live here and definitely know where that is
2693,neutral,can you get me on flt 3768 instead of 2522 rt now
5789,positive,no problem   he was the only person in the airport who would help happy_face_or_smiley
1048,negative,stuck in nyc flights cancelled flightled 2 days in a row long wait times on phones running out of  but swa no help
4540,neutral,not blaming jet blue this was not weather can not have planes in the air and runways a mess that is a disaster waiting to happen
1139,negative,my seat is disgusting old and dirty when are you going to refurbish this plane us air 597 jfk to phx
1881,neutral, reminder from 2 28 well be tweeting from httpskeptical_annoyed_undecided_uneasy_or_hesitant tco mfmnkmvotrrt i look 4ward to that follow back too
2992,positive,haha no worries you guys are the best +1 for spelling my name correctly
1207,negative,i let a crew member know every time this happens which is most of the time
45,neutral,can i get your service desk  at iad
3937,positive,yes nearly every time i fly vx this ear worm will not go away happy_face_or_smiley
5584,positive,i am thankful to the united ground staff who put me in the last seat on the last flight out home late flight is still home
512,negative,flight is 100 full
112,neutral,i do not think you should help him at all based on his behavior the voucher and cot seem like enough lol
2619,neutral,any luck
1161,neutral,will you be making bos&gtlas non stop permanently anytime soon
238,neutral,we have already made other arrangements ourselves
1594,neutral,i sure do i am running version 3100
1133,negative,poor performance all around paid for express checkin weeks ago and can not even leverage it bullshit
517,neutral,aww is it i guess now i need to book a flight to somewhere warm as soon as possible any suggestions
2931,neutral,129 thousand fans of are asking you to give her your utmost effort to get her a safe flight with her baggage soon
1066,negative,sad experience today on 4663 family on southwest direct to mco my loyalty to usair = not vacationing with my boys today
3893,neutral,our flight attendant announced that we have transportation waiting for us for that flight so i think we will make it
723,negative,umm unexpected unexpected meaning you guys did not know you had a major staff shortage 
1374,negative,  watched the entire uncvsduke game on the tarmac before cancelled flighting my flight because crew timed out right before my 4hr flight
4407,positive,great thanks
209,positive,your employees were great
141,negative,we saw one he was as useless as the tsa agents who inspected my shoes
585,positive,we have a hot female pilot sweet dca to sfo happy_face_smiley
2147,neutral,the dinner and called me hon not the service i would expect from 1st class disappointed
371,negative,change fee = same price of new ticket not logical
2481,positive,162 smf to jfk
699,negative,tried them not helpful really dissatisfied with flight booking problems my whole trip with jet blue this time around besides the flights
2156,positive,just got a call apologizing personally for the long waits last week trying to rebook flights class act i appreciate that
3546,neutral,i have a flight 2 22 am from fort lauderdale to bwi can i cancelled flight that flight  flight 3458 trip i would 314505529
